open,high,low,close,volume
538.0,542.8,534.0,541.15,53073.0
541.15,544.0,539.85,543.75,31000.0
543.75,544.7,542.2,544.6,10405.0
544.6,545.6,543.5,544.75,13960.0
544.75,545.0,543.0,543.0,6728.0
543.45,544.25,542.85,543.75,6658.0
543.75,544.25,543.0,543.7,2708.0
543.7,543.7,541.5,542.05,4953.0
541.75,542.7,541.05,541.75,9449.0
541.75,541.95,541.0,541.0,5108.0
541.0,542.4,540.8,541.9,5049.0
541.9,542.95,540.5,542.75,9417.0
542.15,542.3,541.0,541.0,1627.0
540.55,541.0,539.6,540.0,13118.0
540.0,540.8,539.95,539.95,2328.0
539.95,541.15,539.6,541.15,7216.0
541.15,541.7,541.05,541.25,2069.0
541.25,542.1,541.15,541.65,4626.0
541.65,542.15,541.2,541.6,784.0
541.6,542.5,541.6,542.0,2133.0
542.15,542.4,541.2,541.5,1351.0
541.5,542.1,541.3,541.75,2908.0
541.75,542.95,541.75,542.2,5577.0
542.2,542.8,542.2,542.3,1769.0
542.3,542.45,541.8,542.1,2093.0
542.1,542.4,541.95,542.35,1225.0
542.35,542.8,542.3,542.65,6851.0
542.65,543.0,542.2,543.0,2788.0
543.0,543.5,542.7,543.5,6588.0
543.5,543.75,542.75,543.2,985.0
543.2,544.95,542.7,544.7,5269.0
544.7,544.75,542.1,542.8,11470.0
542.8,543.95,542.4,543.95,1461.0
543.95,544.5,543.85,544.25,6068.0
544.25,545.0,543.5,544.35,6770.0
544.35,544.4,542.9,543.5,2725.0
543.65,544.2,543.0,544.0,9599.0
544.0,544.6,543.4,543.85,4240.0
543.85,544.0,542.65,543.2,2672.0
543.15,543.25,542.35,543.0,1801.0
543.0,543.25,542.1,542.1,863.0
542.1,542.55,541.15,542.1,6772.0
542.1,542.1,540.75,541.65,11263.0
541.65,541.95,540.55,540.8,6270.0
540.8,541.95,540.8,541.7,5945.0
541.7,542.0,541.05,541.4,1087.0
541.4,541.5,540.65,540.75,2478.0
540.75,541.4,540.5,541.1,3600.0
541.1,541.9,540.85,541.9,2811.0
541.9,541.95,541.2,541.3,782.0
541.3,541.5,540.9,540.9,706.0
540.9,541.25,540.9,540.95,951.0
540.95,541.8,540.95,541.8,439.0
541.8,541.85,541.35,541.35,680.0
541.35,541.35,540.05,540.95,4074.0
540.95,541.35,540.95,541.35,601.0
541.35,541.4,540.25,540.65,3586.0
540.65,540.65,540.1,540.3,723.0
540.3,540.65,539.55,539.55,3154.0
539.55,539.8,539.05,539.5,885.0
539.5,539.9,539.1,539.25,1703.0
539.25,540.0,539.1,539.45,3772.0
539.45,540.0,539.45,539.6,885.0
539.85,540.55,539.85,540.15,2176.0
540.15,540.75,539.9,539.9,2973.0
539.9,540.2,539.45,539.9,1611.0
539.9,540.0,539.05,539.6,2346.0
539.6,539.95,539.3,539.35,921.0
