open,high,low,close,volume
389.9,391.1,387.4,390.0,11187.0
390.0,390.7,389.7,390.7,4420.0
391.85,394.8,391.85,392.75,26059.0
392.75,394.35,392.3,394.35,5715.0
394.35,395.6,393.35,393.35,10473.0
393.35,393.8,393.2,393.2,2406.0
393.2,393.95,392.3,392.8,13561.0
392.8,393.0,392.2,392.2,1266.0
392.2,392.8,391.55,392.8,1970.0
392.8,392.8,392.1,392.1,308.0
392.1,392.9,392.1,392.85,1200.0
392.55,392.75,392.2,392.75,1247.0
392.4,392.85,392.2,392.7,781.0
392.7,392.75,392.3,392.3,383.0
392.3,392.4,392.0,392.05,639.0
392.7,392.7,392.1,392.3,1045.0
392.3,392.8,392.25,392.5,2370.0
392.5,392.9,392.2,392.45,569.0
392.45,392.45,392.0,392.0,1030.0
392.15,392.2,392.0,392.0,188.0
392.0,392.2,392.0,392.0,325.0
392.0,394.4,391.9,392.6,14397.0
392.6,392.85,392.1,392.2,5840.0
392.45,392.95,392.4,392.4,1068.0
392.4,393.4,392.4,393.1,1968.0
393.1,394.0,393.0,393.5,2653.0
393.5,393.55,393.0,393.3,1435.0
393.3,393.55,393.1,393.1,232.0
393.1,393.55,392.75,392.75,528.0
392.75,393.0,392.75,392.8,273.0
392.8,393.0,392.6,392.6,378.0
392.6,392.6,392.15,392.35,1523.0
392.35,392.6,392.2,392.3,546.0
392.3,392.6,392.25,392.3,333.0
392.3,392.7,392.3,392.4,398.0
392.4,392.85,392.3,392.3,3279.0
392.3,392.55,392.3,392.3,401.0
392.3,392.55,392.25,392.25,91.0
392.25,392.4,391.3,391.55,2634.0
391.55,392.95,391.5,392.7,2847.0
392.7,392.95,392.4,392.95,7351.0
392.95,392.95,392.5,392.5,307.0
392.55,392.8,392.4,392.4,2099.0
392.4,392.55,392.25,392.25,88.0
392.25,393.2,392.15,393.2,1311.0
393.2,393.6,393.2,393.4,573.0
393.4,393.6,393.25,393.5,913.0
393.5,393.7,393.25,393.25,244.0
393.25,393.65,393.15,393.35,674.0
393.35,393.35,393.25,393.25,1640.0
393.25,393.5,393.05,393.1,710.0
393.1,393.5,393.1,393.25,138.0
393.25,393.45,393.25,393.45,203.0
393.45,393.45,393.25,393.25,100.0
393.25,393.45,393.25,393.3,100.0
393.3,393.4,393.05,393.2,885.0
393.2,393.4,393.05,393.05,561.0
393.05,393.15,393.0,393.15,1115.0
393.15,394.0,393.15,393.55,7978.0
393.55,393.95,393.4,393.7,178.0
393.7,393.7,393.0,393.0,1671.0
393.0,393.85,393.0,393.5,1714.0
393.5,394.4,393.5,393.9,2382.0
393.9,394.25,393.9,393.95,364.0
393.95,394.05,393.55,393.55,170.0
393.55,393.8,393.5,393.55,116.0
393.5,393.9,393.45,393.5,880.0
393.5,393.55,393.3,393.55,2268.0
