open,high,low,close,volume
219.2,219.2,218.11,218.4,9079.0
218.4,218.71,218.1,218.43,5195.0
218.43,218.48,218.1,218.45,7092.0
218.45,218.59,218.2,218.44,3189.0
218.64,218.65,218.15,218.43,3132.0
218.43,218.44,218.0,218.31,5623.0
218.31,218.54,218.31,218.35,3567.0
218.35,218.5,217.68,218.18,13128.0
218.18,218.9,218.18,218.86,5337.0
218.86,218.86,218.61,218.7,1924.0
218.6,218.67,218.5,218.5,881.0
218.5,218.78,218.4,218.7,1704.0
218.7,218.7,218.32,218.4,1180.0
218.4,218.4,218.0,218.19,2471.0
218.1,218.54,218.1,218.54,2077.0
218.7,218.96,218.62,218.96,1031.0
218.96,219.96,218.9,219.91,9365.0
219.9,219.91,219.34,219.58,2617.0
219.58,219.8,219.5,219.8,1414.0
219.8,219.98,219.65,219.86,3470.0
219.86,219.86,219.35,219.69,2157.0
219.69,220.65,219.63,220.38,10401.0
220.38,220.85,219.62,220.85,10806.0
220.85,221.45,220.68,220.9,14079.0
220.9,221.2,220.6,221.01,4237.0
221.01,221.21,220.82,220.94,1236.0
221.0,221.0,220.71,220.89,4694.0
220.89,220.93,220.7,220.8,759.0
220.8,220.91,220.7,220.8,2652.0
220.8,220.97,220.74,220.9,1340.0
220.9,220.9,220.7,220.78,1674.0
220.78,220.78,220.62,220.75,1536.0
220.75,220.75,220.5,220.67,1667.0
220.65,220.65,220.18,220.22,6021.0
220.22,220.22,219.68,219.85,3857.0
219.85,219.87,219.7,219.7,646.0
219.7,219.92,219.41,219.59,1790.0
219.59,219.69,219.39,219.68,498.0
219.68,219.77,219.46,219.68,1238.0
219.68,219.68,219.23,219.23,1968.0
219.23,219.49,219.23,219.3,2734.0
219.3,219.53,219.3,219.53,819.0
219.53,219.53,219.35,219.47,691.0
219.47,219.63,219.31,219.6,1437.0
219.6,219.6,219.35,219.43,422.0
219.43,219.64,219.36,219.57,927.0
219.43,219.7,219.31,219.31,2089.0
219.31,219.6,219.31,219.6,773.0
219.6,219.69,219.52,219.55,2077.0
219.55,219.87,219.55,219.67,1125.0
219.71,220.0,219.55,220.0,3326.0
220.0,220.17,219.56,219.62,3307.0
219.62,219.9,219.55,219.87,460.0
219.87,219.87,218.4,218.71,24915.0
218.71,218.71,218.6,218.6,1580.0
218.6,218.9,218.52,218.81,1834.0
218.81,218.89,218.81,218.89,1238.0
218.89,218.89,218.69,218.76,445.0
218.76,218.85,218.75,218.75,793.0
218.81,218.81,218.32,218.44,4598.0
218.44,218.44,218.21,218.21,875.0
218.21,218.49,218.1,218.41,52230.0
218.39,218.41,218.35,218.35,830.0
218.35,218.35,218.1,218.1,2131.0
218.1,218.3,218.06,218.2,3016.0
218.2,218.2,218.14,218.19,141.0
218.19,218.2,217.9,217.9,3393.0
217.9,218.07,217.9,217.9,2993.0
