scan_time,symbol,security_id,side,score,ltp,gap_pct,rs,rvol,vwap,momentum_5m,momentum_15m,atr_pct,setup_type,regime,nifty
2026-08-21T12:38:44+05:30,RGL,15129,SHORT,76.42105526423013,128.59,0.0,-1.4711516358899608,1.9066731225826774,130.98161027896873,-0.4334700828237503,-1.0538461538461608,0.40855887211955766,ORB_BREAKDOWN,NORMAL,0.0
2026-08-21T12:38:44+05:30,COCHINSHIP,21508,SHORT,75.46447406746208,1473.9,0.0,-1.0141034251175225,9.056811955075279,1482.160546037188,-0.8800433252098561,-1.4869138128237869,0.25401332783936353,ORB_BREAKDOWN,NORMAL,0.0
2026-08-21T13:12:44+05:30,SUPREMEINF,15002,LONG,80.8282941808501,89.51,0.7029053420805931,4.1298278268962445,2.0445017736214126,88.8733600591221,1.8795289855072506,0.5587840858292337,0.6277231594235276,ORB_BREAKOUT,NORMAL,0.0
2026-08-21T13:12:44+05:30,HAPPSTMNDS,48,LONG,77.33350916803504,425.0,0.7965242577842171,1.7720306513409907,3.8170665877916217,420.29009868826006,0.7696862048549358,0.8054963278843807,0.3208333333333327,ORB_BREAKOUT,NORMAL,0.0
2026-08-21T13:12:44+05:30,PURVA,14922,LONG,76.52559161644241,221.75,0.0,2.4722735674676497,1.758446352620175,220.24074928305774,0.25300442757747454,2.984174130969519,0.3606726794438169,ORB_BREAKOUT,NORMAL,0.0
2026-08-21T13:12:44+05:30,POWERGRID,14977,LONG,68.61587996364852,273.1,-0.07552870090634012,3.2123960695389266,0.7666537182646496,271.62442160518106,0.3853211009174462,1.0155096011816855,0.35319785182472674,ORB_BREAKOUT,NORMAL,0.0
2026-08-21T13:29:49+05:30,TPLPLASTEH,9219,LONG,74.16571618171243,83.5,0.9066530455880396,5.6694507719564715,1.4662109151695073,81.97621774517877,0.9661835748792313,0.7107577400313092,0.6671363156040858,ORB_BREAKOUT,NORMAL,0.0
2026-08-21T13:29:49+05:30,TATACOMM,3721,SHORT,73.03802171429035,1653.5,0.0,-1.4307004470938898,6.644840142986002,1665.1384899688396,-0.22333554656848165,-0.8457800971747309,0.18925985876660958,ORB_BREAKDOWN,NORMAL,0.0
2026-08-21T13:29:49+05:30,HAPPSTMNDS,48,LONG,69.67563775305831,438.15,0.7965242577842171,4.920977011494242,4.69042931240354,431.4639798595129,-0.17043517782070472,1.5957446808510634,0.4226773443600874,ORB_BREAKOUT,NORMAL,0.0
2026-08-21T13:44:10+05:30,SCHNEIDER,31234,SHORT,77.07375115572249,1222.0,0.0,-1.6578142604216892,3.2708220163551744,1244.557661114683,-0.7155635062611743,-1.2135922330097082,0.2847487421955519,ORB_BREAKDOWN,NORMAL,0.0
2026-08-21T14:01:09+05:30,AEGISLOG,40,LONG,74.42731915644448,1426.0,0.022451728783112898,6.6965955854844745,8.554557330231347,1388.6786061407952,0.7631969472122302,2.4279864952230668,0.40341034915479645,ORB_BREAKOUT,NORMAL,0.0
2026-08-21T14:22:48+05:30,ENGINERSIN,4907,LONG,70.58881255374656,243.75,-0.42578306142237654,3.1964436917866266,2.761812922737361,240.69057872629446,0.3375874845615412,0.1314708299096079,0.24866832092638552,ORB_BREAKOUT,NORMAL,0.0
2026-08-21T14:39:32+05:30,HSCL,14334,SHORT,81.47778256349508,667.9,0.1278046009656315,-5.275847397532271,2.092779834765595,691.7176491026163,-0.6775874906924773,-2.178058081548828,0.4792288113144544,ORB_BREAKDOWN,NORMAL,0.0
2026-08-21T14:39:32+05:30,INOXGREEN,12188,LONG,68.88778255110587,177.17,0.0,1.1937400045693254,16.69573255089165,174.86834140981293,0.9391541920428015,1.152178872918097,0.2532986570916232,ORB_BREAKOUT,NORMAL,0.0
