open,high,low,close,volume
812.0,817.45,803.5,804.6,1700.0
804.6,806.65,799.05,804.0,2392.0
804.0,804.45,800.05,800.05,503.0
800.05,804.05,800.05,803.6,333.0
803.6,805.55,800.15,805.5,809.0
805.5,807.35,804.55,806.2,504.0
806.35,807.5,805.4,805.4,351.0
805.4,805.45,804.05,804.7,280.0
804.7,804.7,803.85,804.6,199.0
804.6,805.6,804.6,805.35,50.0
805.35,807.9,805.35,805.8,267.0
805.8,805.85,804.7,805.85,149.0
805.85,807.9,805.85,807.9,328.0
807.9,808.6,805.7,806.95,555.0
806.95,807.3,806.0,806.0,56.0
806.8,806.8,804.0,804.0,257.0
804.0,804.5,803.0,804.5,500.0
804.5,805.75,804.5,805.75,59.0
805.75,806.95,805.7,806.25,149.0
806.25,806.5,804.05,806.5,185.0
806.5,806.5,804.55,804.55,133.0
804.55,806.7,804.55,806.7,48.0
806.7,806.7,805.5,805.55,41.0
805.5,806.8,805.05,805.05,118.0
805.05,806.25,804.75,806.05,56.0
804.75,806.2,804.75,804.75,83.0
805.85,805.85,802.65,802.65,601.0
802.65,802.65,798.5,800.4,1303.0
800.4,801.65,800.4,801.3,2260.0
801.3,801.3,800.0,801.1,416.0
799.6,800.15,798.5,800.0,188.0
800.0,800.3,800.0,800.3,3.0
800.0,800.35,799.3,800.35,190.0
800.35,800.8,800.35,800.8,17.0
800.8,800.8,799.25,799.25,28.0
799.25,799.25,799.25,799.25,1.0
799.25,800.2,799.25,800.2,4.0
800.2,801.0,800.2,800.95,98.0
800.95,800.95,799.95,799.95,470.0
800.95,800.95,800.95,800.95,2.0
800.95,800.95,795.0,797.45,1535.0
797.45,800.25,797.45,800.25,174.0
799.95,800.3,798.4,798.4,129.0
798.4,798.95,798.4,798.95,773.0
798.95,798.95,797.2,798.05,141.0
798.8,800.85,798.8,800.85,238.0
800.85,802.25,800.45,800.45,352.0
800.45,801.45,799.0,799.0,234.0
799.0,801.3,799.0,801.3,25.0
801.3,801.3,800.8,800.8,84.0
800.8,800.8,800.15,800.15,22.0
800.15,800.15,798.45,798.45,26.0
798.45,799.1,797.2,798.05,299.0
798.05,798.05,798.05,798.05,0.0
798.05,800.35,797.45,799.25,428.0
799.25,799.95,799.25,799.8,212.0
798.4,800.2,797.5,797.5,169.0
797.5,797.5,797.2,797.2,7.0
797.3,797.3,797.3,797.3,5.0
