ts_ist,regime,nifty_ltp,prev_close,gap_pct,vwap,ema20,ema50,above_vwap,above_ema50,leading_sectors,lagging_sectors,sector_rows
2026-08-17 13:44:19,NORMAL,24353.05,,0,24289.953266589742,,,True,True,"[[""NIFTY_MEDIA"", 1.4286167814851265, 1.4286167814851265]]","[[""NIFTY_IT"", -1.81535517058298, -1.81535517058298], [""NIFTY_FMCG"", -1.2799642895901406, -1.2799642895901406], [""NIFTY_PHARMA"", -1.1861669439573095, -1.1861669439573095]]","[{""sector"": ""NIFTY_MEDIA"", ""ltp"": 1597.45, ""return_pct"": 1.4286167814851265, ""rs_vs_nifty"": 1.4286167814851265}, {""sector"": ""NIFTY_REALTY"", ""ltp"": 902.7, ""return_pct"": 0.4786286731968019, ""rs_vs_nifty"": 0.4786286731968019}, {""sector"": ""NIFTY_METAL"", ""ltp"": 13090.9, ""return_pct"": 0.438477030785458, ""rs_vs_nifty"": 0.438477030785458}, {""sector"": ""NIFTY_INFRA"", ""ltp"": 9428.95, ""return_pct"": 0.3811288013073473, ""rs_vs_nifty"": 0.3811288013073473}, {""sector"": ""NIFTY_ENERGY"", ""ltp"": 38714.75, ""return_pct"": 0.06332344712169087, ""rs_vs_nifty"": 0.06332344712169087}, {""sector"": ""NIFTY_BANK"", ""ltp"": 57651.75, ""return_pct"": 0.02862831340195453, ""rs_vs_nifty"": 0.02862831340195453}, {""sector"": ""NIFTY_FIN_SERVICE"", ""ltp"": 26291.25, ""return_pct"": -0.13939558530003562, ""rs_vs_nifty"": -0.13939558530003562}, {""sector"": ""NIFTY_AUTO"", ""ltp"": 29278.05, ""return_pct"": -0.38819888983964146, ""rs_vs_nifty"": -0.38819888983964146}, {""sector"": ""NIFTY_HEALTHCARE"", ""ltp"": 16457.65, ""return_pct"": -0.7490117206463519, ""rs_vs_nifty"": -0.7490117206463519}, {""sector"": ""NIFTY_PSU_BANK"", ""ltp"": 8719.9, ""return_pct"": -0.7856456118193992, ""rs_vs_nifty"": -0.7856456118193992}, {""sector"": ""NIFTY_PHARMA"", ""ltp"": 26370.25, ""return_pct"": -1.1861669439573095, ""rs_vs_nifty"": -1.1861669439573095}, {""sector"": ""NIFTY_FMCG"", ""ltp"": 48212.2, ""return_pct"": -1.2799642895901406, ""rs_vs_nifty"": -1.2799642895901406}, {""sector"": ""NIFTY_IT"", ""ltp"": 30882.9, ""return_pct"": -1.81535517058298, ""rs_vs_nifty"": -1.81535517058298}]"
2026-08-17 13:46:05,NORMAL,24357.4,,0,24290.173067525586,,,True,True,"[[""NIFTY_MEDIA"", 1.4889361567033903, 1.4889361567033903], [""NIFTY_REALTY"", 0.506455921638476, 0.506455921638476]]","[[""NIFTY_IT"", -1.7600361163480591, -1.7600361163480591], [""NIFTY_FMCG"", -1.2811928587370807, -1.2811928587370807], [""NIFTY_PHARMA"", -1.1693046749703946, -1.1693046749703946]]","[{""sector"": ""NIFTY_MEDIA"", ""ltp"": 1598.4, ""return_pct"": 1.4889361567033903, ""rs_vs_nifty"": 1.4889361567033903}, {""sector"": ""NIFTY_REALTY"", ""ltp"": 902.95, ""return_pct"": 0.506455921638476, ""rs_vs_nifty"": 0.506455921638476}, {""sector"": ""NIFTY_METAL"", ""ltp"": 13090.15, ""return_pct"": 0.43272273904286673, ""rs_vs_nifty"": 0.43272273904286673}, {""sector"": ""NIFTY_INFRA"", ""ltp"": 9430.7, ""return_pct"": 0.3997593991366165, ""rs_vs_nifty"": 0.3997593991366165}, {""sector"": ""NIFTY_ENERGY"", ""ltp"": 38714.45, ""return_pct"": 0.06254805797325447, ""rs_vs_nifty"": 0.06254805797325447}, {""sector"": ""NIFTY_BANK"", ""ltp"": 57665.2, ""return_pct"": 0.051964726447785145, ""rs_vs_nifty"": 0.051964726447785145}, {""sector"": ""NIFTY_FIN_SERVICE"", ""ltp"": 26295.9, ""return_pct"": -0.12173374683558452, ""rs_vs_nifty"": -0.12173374683558452}, {""sector"": ""NIFTY_AUTO"", ""ltp"": 29276.4, ""return_pct"": -0.39381263364537805, ""rs_vs_nifty"": -0.39381263364537805}, {""sector"": ""NIFTY_PSU_BANK"", ""ltp"": 8725.4, ""return_pct"": -0.723067033035813, ""rs_vs_nifty"": -0.723067033035813}, {""sector"": ""NIFTY_HEALTHCARE"", ""ltp"": 16458.85, ""return_pct"": -0.741774892427564, ""rs_vs_nifty"": -0.741774892427564}, {""sector"": ""NIFTY_PHARMA"", ""ltp"": 26374.75, ""return_pct"": -1.1693046749703946, ""rs_vs_nifty"": -1.1693046749703946}, {""sector"": ""NIFTY_FMCG"", ""ltp"": 48211.6, ""return_pct"": -1.2811928587370807, ""rs_vs_nifty"": -1.2811928587370807}, {""sector"": ""NIFTY_IT"", ""ltp"": 30900.3, ""return_pct"": -1.7600361163480591, ""rs_vs_nifty"": -1.7600361163480591}]"
2026-08-17 13:51:57,NORMAL,24337.7,,0,24290.896200204406,,,True,True,"[[""NIFTY_MEDIA"", 1.501634972538802, 1.501634972538802]]","[[""NIFTY_IT"", -1.7848343130740592, -1.7848343130740592], [""NIFTY_FMCG"", -1.2841619008421872, -1.2841619008421872], [""NIFTY_PHARMA"", -1.1719276945905843, -1.1719276945905843]]","[{""sector"": ""NIFTY_MEDIA"", ""ltp"": 1598.6, ""return_pct"": 1.501634972538802, ""rs_vs_nifty"": 1.501634972538802}, {""sector"": ""NIFTY_REALTY"", ""ltp"": 901.8, ""return_pct"": 0.3784505788067651, ""rs_vs_nifty"": 0.3784505788067651}, {""sector"": ""NIFTY_METAL"", ""ltp"": 13080.7, ""return_pct"": 0.360218663086224, ""rs_vs_nifty"": 0.360218663086224}, {""sector"": ""NIFTY_INFRA"", ""ltp"": 9425.1, ""return_pct"": 0.3401414860829512, ""rs_vs_nifty"": 0.3401414860829512}, {""sector"": ""NIFTY_ENERGY"", ""ltp"": 38691.95, ""return_pct"": 0.004393871841089395, ""rs_vs_nifty"": 0.004393871841089395}, {""sector"": ""NIFTY_BANK"", ""ltp"": 57588.4, ""return_pct"": -0.08128705956857746, ""rs_vs_nifty"": -0.08128705956857746}, {""sector"": ""NIFTY_FIN_SERVICE"", ""ltp"": 26266.65, ""return_pct"": -0.2328324081441938, ""rs_vs_nifty"": -0.2328324081441938}, {""sector"": ""NIFTY_AUTO"", ""ltp"": 29258.2, ""return_pct"": -0.455733928957224, ""rs_vs_nifty"": -0.455733928957224}, {""sector"": ""NIFTY_HEALTHCARE"", ""ltp"": 16455.65, ""return_pct"": -0.7610731010110278, ""rs_vs_nifty"": -0.7610731010110278}, {""sector"": ""NIFTY_PSU_BANK"", ""ltp"": 8709.0, ""return_pct"": -0.9096649770450478, ""rs_vs_nifty"": -0.9096649770450478}, {""sector"": ""NIFTY_PHARMA"", ""ltp"": 26374.05, ""return_pct"": -1.1719276945905843, ""rs_vs_nifty"": -1.1719276945905843}, {""sector"": ""NIFTY_FMCG"", ""ltp"": 48210.15, ""return_pct"": -1.2841619008421872, ""rs_vs_nifty"": -1.2841619008421872}, {""sector"": ""NIFTY_IT"", ""ltp"": 30892.5, ""return_pct"": -1.7848343130740592, ""rs_vs_nifty"": -1.7848343130740592}]"
2026-08-17 13:53:39,NORMAL,24339.15,,0,24291.141449849405,,,True,True,"[[""NIFTY_MEDIA"", 1.574653163592492, 1.574653163592492]]","[[""NIFTY_IT"", -1.79230556465176, -1.79230556465176], [""NIFTY_FMCG"", -1.288666654380987, -1.288666654380987], [""NIFTY_PHARMA"", -1.1623724088313352, -1.1623724088313352]]","[{""sector"": ""NIFTY_MEDIA"", ""ltp"": 1599.75, ""return_pct"": 1.574653163592492, ""rs_vs_nifty"": 1.574653163592492}, {""sector"": ""NIFTY_REALTY"", ""ltp"": 901.85, ""return_pct"": 0.38401602849510746, ""rs_vs_nifty"": 0.38401602849510746}, {""sector"": ""NIFTY_METAL"", ""ltp"": 13081.7, ""return_pct"": 0.36789105207634587, ""rs_vs_nifty"": 0.36789105207634587}, {""sector"": ""NIFTY_INFRA"", ""ltp"": 9427.0, ""return_pct"": 0.36036899229758246, ""rs_vs_nifty"": 0.36036899229758246}, {""sector"": ""NIFTY_ENERGY"", ""ltp"": 38694.45, ""return_pct"": 0.010855448077996627, ""rs_vs_nifty"": 0.010855448077996627}, {""sector"": ""NIFTY_BANK"", ""ltp"": 57585.3, ""return_pct"": -0.08666571238954822, ""rs_vs_nifty"": -0.08666571238954822}, {""sector"": ""NIFTY_FIN_SERVICE"", ""ltp"": 26265.7, ""return_pct"": -0.23644074073370697, ""rs_vs_nifty"": -0.23644074073370697}, {""sector"": ""NIFTY_AUTO"", ""ltp"": 29256.65, ""return_pct"": -0.4610074458656478, ""rs_vs_nifty"": -0.4610074458656478}, {""sector"": ""NIFTY_HEALTHCARE"", ""ltp"": 16456.65, ""return_pct"": -0.7550424108286897, ""rs_vs_nifty"": -0.7550424108286897}, {""sector"": ""NIFTY_PSU_BANK"", ""ltp"": 8709.8, ""return_pct"": -0.900562638312898, ""rs_vs_nifty"": -0.900562638312898}, {""sector"": ""NIFTY_PHARMA"", ""ltp"": 26376.6, ""return_pct"": -1.1623724088313352, ""rs_vs_nifty"": -1.1623724088313352}, {""sector"": ""NIFTY_FMCG"", ""ltp"": 48207.95, ""return_pct"": -1.288666654380987, ""rs_vs_nifty"": -1.288666654380987}, {""sector"": ""NIFTY_IT"", ""ltp"": 30890.15, ""return_pct"": -1.79230556465176, ""rs_vs_nifty"": -1.79230556465176}]"
2026-08-17 13:56:11,NORMAL,24336.4,,0,24291.420652991976,,,True,True,"[[""NIFTY_MEDIA"", 1.8159306644655329, 1.8159306644655329]]","[[""NIFTY_IT"", -1.8198061289697032, -1.8198061289697032], [""NIFTY_FMCG"", -1.2884618928564846, -1.2884618928564846], [""NIFTY_PHARMA"", -1.166681655350205, -1.166681655350205]]","[{""sector"": ""NIFTY_MEDIA"", ""ltp"": 1603.55, ""return_pct"": 1.8159306644655329, ""rs_vs_nifty"": 1.8159306644655329}, {""sector"": ""NIFTY_METAL"", ""ltp"": 13091.35, ""return_pct"": 0.4419296058310184, ""rs_vs_nifty"": 0.4419296058310184}, {""sector"": ""NIFTY_INFRA"", ""ltp"": 9425.6, ""return_pct"": 0.345464514034171, ""rs_vs_nifty"": 0.345464514034171}, {""sector"": ""NIFTY_REALTY"", ""ltp"": 901.4, ""return_pct"": 0.3339269813000891, ""rs_vs_nifty"": 0.3339269813000891}, {""sector"": ""NIFTY_ENERGY"", ""ltp"": 38689.4, ""return_pct"": -0.0021969359205446974, ""rs_vs_nifty"": -0.0021969359205446974}, {""sector"": ""NIFTY_BANK"", ""ltp"": 57578.25, ""return_pct"": -0.09889780993402475, ""rs_vs_nifty"": -0.09889780993402475}, {""sector"": ""NIFTY_FIN_SERVICE"", ""ltp"": 26260.9, ""return_pct"": -0.25467231592280926, ""rs_vs_nifty"": -0.25467231592280926}, {""sector"": ""NIFTY_AUTO"", ""ltp"": 29252.85, ""return_pct"": -0.4739360679637349, ""rs_vs_nifty"": -0.4739360679637349}, {""sector"": ""NIFTY_HEALTHCARE"", ""ltp"": 16455.85, ""return_pct"": -0.7598669629745777, ""rs_vs_nifty"": -0.7598669629745777}, {""sector"": ""NIFTY_PSU_BANK"", ""ltp"": 8705.8, ""return_pct"": -0.946074331973688, ""rs_vs_nifty"": -0.946074331973688}, {""sector"": ""NIFTY_PHARMA"", ""ltp"": 26375.45, ""return_pct"": -1.166681655350205, ""rs_vs_nifty"": -1.166681655350205}, {""sector"": ""NIFTY_FMCG"", ""ltp"": 48208.05, ""return_pct"": -1.2884618928564846, ""rs_vs_nifty"": -1.2884618928564846}, {""sector"": ""NIFTY_IT"", ""ltp"": 30881.5, ""return_pct"": -1.8198061289697032, ""rs_vs_nifty"": -1.8198061289697032}]"
2026-08-17 13:57:54,NORMAL,24333.05,,0,24291.574476161433,,,True,True,"[[""NIFTY_MEDIA"", 1.8381535921775323, 1.8381535921775323]]","[[""NIFTY_IT"", -1.8406302557075613, -1.8406302557075613], [""NIFTY_FMCG"", -1.2758690591003308, -1.2758690591003308], [""NIFTY_PHARMA"", -1.1477584423760034, -1.1477584423760034]]","[{""sector"": ""NIFTY_MEDIA"", ""ltp"": 1603.9, ""return_pct"": 1.8381535921775323, ""rs_vs_nifty"": 1.8381535921775323}, {""sector"": ""NIFTY_METAL"", ""ltp"": 13087.75, ""return_pct"": 0.4143090054665771, ""rs_vs_nifty"": 0.4143090054665771}, {""sector"": ""NIFTY_INFRA"", ""ltp"": 9421.4, ""return_pct"": 0.30075107924391714, ""rs_vs_nifty"": 0.30075107924391714}, {""sector"": ""NIFTY_REALTY"", ""ltp"": 900.35, ""return_pct"": 0.21705253784506293, ""rs_vs_nifty"": 0.21705253784506293}, {""sector"": ""NIFTY_ENERGY"", ""ltp"": 38680.75, ""return_pct"": -0.024553989700247476, ""rs_vs_nifty"": -0.024553989700247476}, {""sector"": ""NIFTY_BANK"", ""ltp"": 57565.95, ""return_pct"": -0.12023891628821408, ""rs_vs_nifty"": -0.12023891628821408}, {""sector"": ""NIFTY_FIN_SERVICE"", ""ltp"": 26253.55, ""return_pct"": -0.2825894154311348, ""rs_vs_nifty"": -0.2825894154311348}, {""sector"": ""NIFTY_AUTO"", ""ltp"": 29255.4, ""return_pct"": -0.46526028208212056, ""rs_vs_nifty"": -0.46526028208212056}, {""sector"": ""NIFTY_HEALTHCARE"", ""ltp"": 16457.7, ""return_pct"": -0.7487101861372394, ""rs_vs_nifty"": -0.7487101861372394}, {""sector"": ""NIFTY_PSU_BANK"", ""ltp"": 8704.35, ""return_pct"": -0.962572320925712, ""rs_vs_nifty"": -0.962572320925712}, {""sector"": ""NIFTY_PHARMA"", ""ltp"": 26380.5, ""return_pct"": -1.1477584423760034, ""rs_vs_nifty"": -1.1477584423760034}, {""sector"": ""NIFTY_FMCG"", ""ltp"": 48214.2, ""return_pct"": -1.2758690591003308, ""rs_vs_nifty"": -1.2758690591003308}, {""sector"": ""NIFTY_IT"", ""ltp"": 30874.95, ""return_pct"": -1.8406302557075613, ""rs_vs_nifty"": -1.8406302557075613}]"
2026-08-17 14:22:08,NORMAL,24331.7,,0,24294.961576751408,,,True,True,"[[""NIFTY_MEDIA"", 1.5048096764976695, 1.5048096764976695], [""NIFTY_REALTY"", 0.5565449688334817, 0.5565449688334817]]","[[""NIFTY_IT"", -1.8196471661701796, -1.8196471661701796], [""NIFTY_FMCG"", -1.2579524257074117, -1.2579524257074117], [""NIFTY_PHARMA"", -1.0619482290870312, -1.0619482290870312]]","[{""sector"": ""NIFTY_MEDIA"", ""ltp"": 1598.65, ""return_pct"": 1.5048096764976695, ""rs_vs_nifty"": 1.5048096764976695}, {""sector"": ""NIFTY_REALTY"", ""ltp"": 903.4, ""return_pct"": 0.5565449688334817, ""rs_vs_nifty"": 0.5565449688334817}, {""sector"": ""NIFTY_METAL"", ""ltp"": 13095.95, ""return_pct"": 0.4772225951855815, ""rs_vs_nifty"": 0.4772225951855815}, {""sector"": ""NIFTY_INFRA"", ""ltp"": 9421.0, ""return_pct"": 0.2964926568829452, ""rs_vs_nifty"": 0.2964926568829452}, {""sector"": ""NIFTY_BANK"", ""ltp"": 57576.3, ""return_pct"": -0.1022811560633416, ""rs_vs_nifty"": -0.1022811560633416}, {""sector"": ""NIFTY_ENERGY"", ""ltp"": 38650.1, ""return_pct"": -0.10377291436473389, ""rs_vs_nifty"": -0.10377291436473389}, {""sector"": ""NIFTY_FIN_SERVICE"", ""ltp"": 26256.95, ""return_pct"": -0.26967538300551314, ""rs_vs_nifty"": -0.26967538300551314}, {""sector"": ""NIFTY_AUTO"", ""ltp"": 29275.05, ""return_pct"": -0.3984056967591761, ""rs_vs_nifty"": -0.3984056967591761}, {""sector"": ""NIFTY_HEALTHCARE"", ""ltp"": 16474.5, ""return_pct"": -0.6473945910739668, ""rs_vs_nifty"": -0.6473945910739668}, {""sector"": ""NIFTY_PSU_BANK"", ""ltp"": 8716.5, ""return_pct"": -0.8243305514310665, ""rs_vs_nifty"": -0.8243305514310665}, {""sector"": ""NIFTY_PHARMA"", ""ltp"": 26403.4, ""return_pct"": -1.0619482290870312, ""rs_vs_nifty"": -1.0619482290870312}, {""sector"": ""NIFTY_FMCG"", ""ltp"": 48222.95, ""return_pct"": -1.2579524257074117, ""rs_vs_nifty"": -1.2579524257074117}, {""sector"": ""NIFTY_IT"", ""ltp"": 30881.55, ""return_pct"": -1.8196471661701796, ""rs_vs_nifty"": -1.8196471661701796}]"
2026-08-17 14:37:31,NORMAL,24323.45,,0,24296.158556138398,,,True,True,"[[""NIFTY_MEDIA"", 1.380996222102289, 1.380996222102289], [""NIFTY_REALTY"", 0.7847284060552169, 0.7847284060552169], [""NIFTY_METAL"", 0.5386017071065559, 0.5386017071065559]]","[[""NIFTY_IT"", -1.856526535660127, -1.856526535660127], [""NIFTY_FMCG"", -1.260819087050267, -1.260819087050267], [""NIFTY_PHARMA"", -1.0396525623154544, -1.0396525623154544]]","[{""sector"": ""NIFTY_MEDIA"", ""ltp"": 1596.7, ""return_pct"": 1.380996222102289, ""rs_vs_nifty"": 1.380996222102289}, {""sector"": ""NIFTY_REALTY"", ""ltp"": 905.45, ""return_pct"": 0.7847284060552169, ""rs_vs_nifty"": 0.7847284060552169}, {""sector"": ""NIFTY_METAL"", ""ltp"": 13103.95, ""return_pct"": 0.5386017071065559, ""rs_vs_nifty"": 0.5386017071065559}, {""sector"": ""NIFTY_INFRA"", ""ltp"": 9419.45, ""return_pct"": 0.27999127023417164, ""rs_vs_nifty"": 0.27999127023417164}, {""sector"": ""NIFTY_BANK"", ""ltp"": 57581.6, ""return_pct"": -0.09308539478878196, ""rs_vs_nifty"": -0.09308539478878196}, {""sector"": ""NIFTY_ENERGY"", ""ltp"": 38645.25, ""return_pct"": -0.11630837226433016, ""rs_vs_nifty"": -0.11630837226433016}, {""sector"": ""NIFTY_FIN_SERVICE"", ""ltp"": 26251.75, ""return_pct"": -0.2894262561270464, ""rs_vs_nifty"": -0.2894262561270464}, {""sector"": ""NIFTY_AUTO"", ""ltp"": 29237.1, ""return_pct"": -0.5275218042912917, ""rs_vs_nifty"": -0.5275218042912917}, {""sector"": ""NIFTY_HEALTHCARE"", ""ltp"": 16475.4, ""return_pct"": -0.6419669699098538, ""rs_vs_nifty"": -0.6419669699098538}, {""sector"": ""NIFTY_PSU_BANK"", ""ltp"": 8707.8, ""return_pct"": -0.923318485143293, ""rs_vs_nifty"": -0.923318485143293}, {""sector"": ""NIFTY_PHARMA"", ""ltp"": 26409.35, ""return_pct"": -1.0396525623154544, ""rs_vs_nifty"": -1.0396525623154544}, {""sector"": ""NIFTY_FMCG"", ""ltp"": 48221.55, ""return_pct"": -1.260819087050267, ""rs_vs_nifty"": -1.260819087050267}, {""sector"": ""NIFTY_IT"", ""ltp"": 30869.95, ""return_pct"": -1.856526535660127, ""rs_vs_nifty"": -1.856526535660127}]"
2026-08-17 14:39:12,NORMAL,24322.3,,0,24296.34366542538,,,True,True,"[[""NIFTY_MEDIA"", 1.3587732943902893, 1.3587732943902893], [""NIFTY_REALTY"", 0.8570792520035669, 0.8570792520035669], [""NIFTY_METAL"", 0.5481921933442081, 0.5481921933442081]]","[[""NIFTY_IT"", -1.8576392752568136, -1.8576392752568136], [""NIFTY_FMCG"", -1.2871309429473083, -1.2871309429473083], [""NIFTY_PHARMA"", -1.1056027699087163, -1.1056027699087163]]","[{""sector"": ""NIFTY_MEDIA"", ""ltp"": 1596.35, ""return_pct"": 1.3587732943902893, ""rs_vs_nifty"": 1.3587732943902893}, {""sector"": ""NIFTY_REALTY"", ""ltp"": 906.1, ""return_pct"": 0.8570792520035669, ""rs_vs_nifty"": 0.8570792520035669}, {""sector"": ""NIFTY_METAL"", ""ltp"": 13105.2, ""return_pct"": 0.5481921933442081, ""rs_vs_nifty"": 0.5481921933442081}, {""sector"": ""NIFTY_INFRA"", ""ltp"": 9419.7, ""return_pct"": 0.2826527842097815, ""rs_vs_nifty"": 0.2826527842097815}, {""sector"": ""NIFTY_BANK"", ""ltp"": 57576.95, ""return_pct"": -0.10115337402024441, ""rs_vs_nifty"": -0.10115337402024441}, {""sector"": ""NIFTY_ENERGY"", ""ltp"": 38649.0, ""return_pct"": -0.10661600790896932, ""rs_vs_nifty"": -0.10661600790896932}, {""sector"": ""NIFTY_FIN_SERVICE"", ""ltp"": 26257.2, ""return_pct"": -0.26872582179774723, ""rs_vs_nifty"": -0.26872582179774723}, {""sector"": ""NIFTY_AUTO"", ""ltp"": 29235.7, ""return_pct"": -0.5322849808537338, ""rs_vs_nifty"": -0.5322849808537338}, {""sector"": ""NIFTY_HEALTHCARE"", ""ltp"": 16465.35, ""return_pct"": -0.7025754062423675, ""rs_vs_nifty"": -0.7025754062423675}, {""sector"": ""NIFTY_PSU_BANK"", ""ltp"": 8706.15, ""return_pct"": -0.9420920587783648, ""rs_vs_nifty"": -0.9420920587783648}, {""sector"": ""NIFTY_PHARMA"", ""ltp"": 26391.75, ""return_pct"": -1.1056027699087163, ""rs_vs_nifty"": -1.1056027699087163}, {""sector"": ""NIFTY_FMCG"", ""ltp"": 48208.7, ""return_pct"": -1.2871309429473083, ""rs_vs_nifty"": -1.2871309429473083}, {""sector"": ""NIFTY_IT"", ""ltp"": 30869.6, ""return_pct"": -1.8576392752568136, ""rs_vs_nifty"": -1.8576392752568136}]"
2026-08-17 14:54:16,NORMAL,24342.55,,0,24298.529828125178,,,True,True,"[[""NIFTY_MEDIA"", 1.3524238864725835, 1.3524238864725835], [""NIFTY_REALTY"", 1.1409171861086376, 1.1409171861086376], [""NIFTY_METAL"", 0.6648125059940512, 0.6648125059940512]]","[[""NIFTY_IT"", -1.9244036510575886, -1.9244036510575886], [""NIFTY_FMCG"", -1.1435931142794544, -1.1435931142794544], [""NIFTY_PHARMA"", -1.0945486157950692, -1.0945486157950692]]","[{""sector"": ""NIFTY_MEDIA"", ""ltp"": 1596.25, ""return_pct"": 1.3524238864725835, ""rs_vs_nifty"": 1.3524238864725835}, {""sector"": ""NIFTY_REALTY"", ""ltp"": 908.65, ""return_pct"": 1.1409171861086376, ""rs_vs_nifty"": 1.1409171861086376}, {""sector"": ""NIFTY_METAL"", ""ltp"": 13120.4, ""return_pct"": 0.6648125059940512, ""rs_vs_nifty"": 0.6648125059940512}, {""sector"": ""NIFTY_INFRA"", ""ltp"": 9427.45, ""return_pct"": 0.36515971745368797, ""rs_vs_nifty"": 0.36515971745368797}, {""sector"": ""NIFTY_BANK"", ""ltp"": 57663.3, ""return_pct"": 0.04866813278332775, ""rs_vs_nifty"": 0.04866813278332775}, {""sector"": ""NIFTY_ENERGY"", ""ltp"": 38671.85, ""return_pct"": -0.04755720110364098, ""rs_vs_nifty"": -0.04755720110364098}, {""sector"": ""NIFTY_FIN_SERVICE"", ""ltp"": 26282.1, ""return_pct"": -0.17414952550427276, ""rs_vs_nifty"": -0.17414952550427276}, {""sector"": ""NIFTY_AUTO"", ""ltp"": 29240.25, ""return_pct"": -0.5168046570257754, ""rs_vs_nifty"": -0.5168046570257754}, {""sector"": ""NIFTY_HEALTHCARE"", ""ltp"": 16464.6, ""return_pct"": -0.7070984238791209, ""rs_vs_nifty"": -0.7070984238791209}, {""sector"": ""NIFTY_PSU_BANK"", ""ltp"": 8719.85, ""return_pct"": -0.7862145079901508, ""rs_vs_nifty"": -0.7862145079901508}, {""sector"": ""NIFTY_PHARMA"", ""ltp"": 26394.7, ""return_pct"": -1.0945486157950692, ""rs_vs_nifty"": -1.0945486157950692}, {""sector"": ""NIFTY_FMCG"", ""ltp"": 48278.8, ""return_pct"": -1.1435931142794544, ""rs_vs_nifty"": -1.1435931142794544}, {""sector"": ""NIFTY_IT"", ""ltp"": 30848.6, ""return_pct"": -1.9244036510575886, ""rs_vs_nifty"": -1.9244036510575886}]"
