ts_ist,ts_utc,mode,nifty_regime,nifty_ltp,nifty_vwap,ema20,ema50,prev_close,gap_pct,slope,above_vwap,above_ema50,note
2026-08-13 09:30:01,2026-08-13 04:00:01,FULL,NORMAL,24340.65,24358.92,,,,,,False,,
2026-08-13 09:45:01,2026-08-13 04:15:01,FULL,NORMAL,24345.55,24351.41,,,,,,False,,
2026-08-13 10:00:02,2026-08-13 04:30:02,FULL,NORMAL,24351.8,24350.98,,,,,,True,,
2026-08-13 10:15:02,2026-08-13 04:45:02,FULL,NORMAL,24344.4,24349.89,,,,,,False,,
2026-08-13 10:30:01,2026-08-13 05:00:01,FULL,NORMAL,24316.8,24348.08,,,,,,False,,
2026-08-13 10:45:02,2026-08-13 05:15:02,FULL,NORMAL,24329.7,24346.13,,,,,,False,,
2026-08-13 11:00:01,2026-08-13 05:30:01,FULL,NORMAL,24338.8,24345.65,,,,,,False,,
2026-08-13 11:15:01,2026-08-13 05:45:01,FULL,NORMAL,24320.6,24344.16,,,,,,False,,
2026-08-13 11:30:01,2026-08-13 06:00:01,FULL,NORMAL,0,0,,,,,,,,
2026-08-13 11:45:01,2026-08-13 06:15:01,FULL,NORMAL,24349.65,24343.85,,,,,,True,,
2026-08-13 12:00:01,2026-08-13 06:30:01,FULL,NORMAL,24387.55,24345.44,,,,,,True,,
2026-08-13 12:15:02,2026-08-13 06:45:02,FULL,NORMAL,24396.8,24349.84,,,,,,True,,
2026-08-13 12:30:01,2026-08-13 07:00:01,FULL,NORMAL,0,0,,,,,,,,
2026-08-13 12:45:01,2026-08-13 07:15:01,FULL,NORMAL,24389.55,24356.34,,,,,,True,,
2026-08-13 13:00:01,2026-08-13 07:30:01,FULL,NORMAL,24369.4,24357.23,,,,,,True,,
2026-08-13 13:15:01,2026-08-13 07:45:01,FULL,NORMAL,24360.85,24357.55,,,,,,True,,
2026-08-13 13:30:02,2026-08-13 08:00:02,FULL,NORMAL,24356.1,24357.56,,,,,,False,,
2026-08-13 13:45:01,2026-08-13 08:15:01,FULL,NORMAL,24381.7,24357.77,,,,,,True,,
