ts_ist,ts_utc,mode,nifty_regime,nifty_ltp,nifty_vwap,ema20,ema50,prev_close,gap_pct,slope,above_vwap,above_ema50,note
2026-08-18 09:30:02,2026-08-18 04:00:02,FULL,NORMAL,24238.75,24241.24,,,,,,False,,
2026-08-18 09:45:01,2026-08-18 04:15:01,FULL,NORMAL,24223.85,24239.0,,,,,,False,,
2026-08-18 10:00:01,2026-08-18 04:30:01,FULL,NORMAL,24229.75,24237.31,,,,,,False,,
2026-08-18 10:15:02,2026-08-18 04:45:02,FULL,NORMAL,24219.95,24235.19,,,,,,False,,
2026-08-18 10:30:01,2026-08-18 05:00:01,FULL,NORMAL,24227.1,24233.23,,,,,,False,,
2026-08-18 10:45:01,2026-08-18 05:15:01,FULL,NORMAL,24215.45,24232.44,,,,,,False,,
2026-08-18 11:00:01,2026-08-18 05:30:01,FULL,NORMAL,24201.2,24229.09,,,,,,False,,
2026-08-18 11:15:01,2026-08-18 05:45:01,FULL,NORMAL,24201.7,24226.47,,,,,,False,,
2026-08-18 11:30:01,2026-08-18 06:00:01,FULL,NORMAL,24183.05,24223.23,,,,,,False,,
2026-08-18 11:45:02,2026-08-18 06:15:02,FULL,NORMAL,24197.5,24219.96,,,,,,False,,
2026-08-18 12:00:01,2026-08-18 06:30:01,FULL,NORMAL,24207.75,24218.73,,,,,,False,,
2026-08-18 12:15:02,2026-08-18 06:45:02,FULL,NORMAL,24214.25,24218.34,,,,,,False,,
2026-08-18 12:30:01,2026-08-18 07:00:01,FULL,NORMAL,24214.2,24217.91,,,,,,False,,
2026-08-18 12:45:01,2026-08-18 07:15:01,FULL,NORMAL,24197.95,24217.53,,,,,,False,,
2026-08-18 13:00:01,2026-08-18 07:30:01,FULL,NORMAL,24199.55,24216.91,,,,,,False,,
2026-08-18 13:15:01,2026-08-18 07:45:01,FULL,NORMAL,24203.3,24215.98,,,,,,False,,
2026-08-18 13:30:01,2026-08-18 08:00:01,FULL,NORMAL,24207.6,24215.36,,,,,,False,,
2026-08-18 13:45:02,2026-08-18 08:15:02,FULL,NORMAL,24201.55,24214.67,,,,,,False,,
