ts_ist,ts_utc,mode,nifty_regime,nifty_ltp,nifty_vwap,ema20,ema50,prev_close,gap_pct,slope,above_vwap,above_ema50,note
2026-08-25 09:30:02,2026-08-25 04:00:02,FULL,NORMAL,24182.55,24175.82,,,,,,True,,
2026-08-25 09:45:02,2026-08-25 04:15:02,FULL,NORMAL,24154.9,24176.37,,,,,,False,,
2026-08-25 10:00:01,2026-08-25 04:30:01,FULL,NORMAL,24140.15,24168.8,,,,,,False,,
2026-08-25 10:15:01,2026-08-25 04:45:01,FULL,NORMAL,24139.95,24164.25,,,,,,False,,
2026-08-25 10:30:02,2026-08-25 05:00:02,FULL,NORMAL,24128.05,24159.54,,,,,,False,,
2026-08-25 10:45:01,2026-08-25 05:15:01,FULL,NORMAL,24138.0,24156.78,,,,,,False,,
2026-08-25 11:00:01,2026-08-25 05:30:01,FULL,NORMAL,24144.4,24156.1,,,,,,False,,
2026-08-25 11:15:01,2026-08-25 05:45:01,FULL,NORMAL,24146.55,24154.25,,,,,,False,,
2026-08-25 11:30:01,2026-08-25 06:00:01,FULL,NORMAL,24150.3,24153.74,,,,,,False,,
2026-08-25 11:45:01,2026-08-25 06:15:01,FULL,NORMAL,24153.45,24153.48,,,,,,False,,
2026-08-25 12:00:01,2026-08-25 06:30:01,FULL,NORMAL,24180.3,24153.98,,,,,,True,,
2026-08-25 12:15:01,2026-08-25 06:45:01,FULL,NORMAL,24174.0,24155.45,,,,,,True,,
2026-08-25 12:30:01,2026-08-25 07:00:01,FULL,NORMAL,24169.65,24156.6,,,,,,True,,
2026-08-25 12:45:01,2026-08-25 07:15:01,FULL,NORMAL,24155.1,24157.27,,,,,,False,,
2026-08-25 13:00:01,2026-08-25 07:30:01,FULL,NORMAL,24157.2,24157.17,,,,,,True,,
2026-08-25 13:15:01,2026-08-25 07:45:01,FULL,NORMAL,24128.0,24156.3,,,,,,False,,
2026-08-25 13:30:01,2026-08-25 08:00:01,FULL,NORMAL,24127.1,24155.36,,,,,,False,,
2026-08-25 13:45:02,2026-08-25 08:15:02,FULL,NORMAL,24141.6,24154.57,,,,,,False,,
