scan_time,ticker,sid,ltp,gap_pct,rs,rvol,long_score,short_score,regime,in_shortlist,gap_L,gap_S,rs_L,rs_S,sector_L,sector_S,rvol_pts,atr_pts,st_L,st_S,vwap_L,vwap_S,body_L,body_S,has_nse_event,event_sentiment
04:14,MUNJALAU,13511,113.79,11.54,11.54,,31.67,7.51,NORMAL,Y,0,0,15.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,TMCV,759782,477.65,6.13,6.13,,29.75,16.54,NORMAL,Y,0,0,15.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,NATCOPHARM,3918,949.15,3.7,3.7,,50.5,7.5,NORMAL,Y,0,0,15.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,HALDER,760715,285.0,3.61,3.61,,29.5,7.5,NORMAL,Y,0,0,15.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,Y,NONRESULTS
04:14,TCIEXP,19223,568.8,3.58,3.58,,38.02,7.5,NORMAL,Y,0,0,15.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,LENSKART,759605,609.8,3.5,3.5,,22.5,34.44,NORMAL,Y,0,0,15.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,HFCL,21951,229.15,3.44,3.44,,29.5,25.2,NORMAL,Y,0,0,15.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,EXICOM,22947,146.54,3.39,3.39,,50.5,7.5,NORMAL,N,0,0,15.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,GPIL,13409,236.58,3.31,3.31,,50.5,7.5,NORMAL,N,0,0,15.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,SARDAEN,17758,511.2,3.1,3.1,,28.15,16.36,NORMAL,Y,0,0,15.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,RAMCOSYS,7851,596.75,-3.73,-3.73,,17.3,29.62,NORMAL,N,0,0,0.0,15.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,PENIND,20621,153.25,-4.04,-4.04,,7.5,48.81,NORMAL,N,0,0,0.0,15.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,HGINFRA,1672,528.0,-4.3,-4.3,,11.42,30.01,NORMAL,Y,0,0,0.0,15.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,SHREEPUSHK,10588,383.1,-4.44,-4.44,,11.0,46.78,NORMAL,N,0,0,0.0,15.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,THYROCARE,17032,611.15,-4.95,-4.95,,7.5,32.44,NORMAL,Y,0,0,0.0,15.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,ZENITHEXPO,4176,226.6,-5.0,-5.0,,7.5,32.87,NORMAL,Y,0,0,0.0,15.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,TNPL,3980,144.57,-6.43,-6.43,,7.5,36.73,NORMAL,N,0,0,0.0,15.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,REDINGTON,14255,348.75,2.75,2.75,,36.6,7.5,NORMAL,Y,0,0,13.774307601650005,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,ASHOKLEY,212,181.47,2.7,2.7,,48.05,7.5,NORMAL,Y,0,0,13.497453310696125,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,NARMADA,6364,408.75,-2.68,-2.68,,11.0,41.25,NORMAL,Y,0,0,0.0,13.392857142857142,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,HSCL,14334,782.55,2.64,2.64,,39.84,7.5,NORMAL,Y,0,0,13.2148478488982,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,APCL,20453,101.0,-2.58,-2.58,,13.73,34.64,NORMAL,N,0,0,0.0,12.924382716049415,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,VINATIORGA,17364,1361.7,2.58,2.58,,48.42,7.5,NORMAL,Y,0,0,12.919993973180638,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,TITAGARH,15414,855.0,2.57,2.57,,23.87,18.25,NORMAL,Y,0,0,12.866654669785882,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,ZYDUSLIFE,7929,1174.6,-2.52,-2.52,,7.5,31.31,NORMAL,Y,0,0,0.0,12.614107883817464,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,EMSLIMITED,18593,372.7,-2.43,-2.43,,34.21,19.67,NORMAL,N,0,0,0.0,12.172774869109961,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,SUDARSCHEM,3327,1083.6,-2.38,-2.38,,18.89,19.39,NORMAL,Y,0,0,0.0,11.891891891891932,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,ENGINERSIN,4907,244.8,2.34,2.34,,26.6,22.26,NORMAL,Y,0,0,11.705685618729145,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
04:14,RELAXO,24225,426.5,2.28,2.28,,25.89,17.82,NORMAL,Y,0,0,11.390887290167866,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
