ts_ist,ts_utc,mode,nifty_regime,nifty_ltp,nifty_vwap,ema20,ema50,prev_close,gap_pct,slope,above_vwap,above_ema50,note
2026-08-28 09:30:01,2026-08-28 04:00:01,FULL,NORMAL,24151.3,24128.52,,,,,,True,,
2026-08-28 09:45:01,2026-08-28 04:15:01,FULL,NORMAL,24162.85,24134.59,,,,,,True,,
2026-08-28 10:00:02,2026-08-28 04:30:02,FULL,NORMAL,24157.4,24138.02,,,,,,True,,
2026-08-28 10:15:01,2026-08-28 04:45:01,FULL,NORMAL,24169.45,24140.45,,,,,,True,,
2026-08-28 10:30:02,2026-08-28 05:00:02,FULL,NORMAL,24170.15,24144.09,,,,,,True,,
2026-08-28 10:45:01,2026-08-28 05:15:01,FULL,NORMAL,24154.8,24146.02,,,,,,True,,
2026-08-28 11:00:01,2026-08-28 05:30:01,FULL,NORMAL,24156.9,24147.31,,,,,,True,,
2026-08-28 11:15:01,2026-08-28 05:45:01,FULL,NORMAL,24163.05,24148.11,,,,,,True,,
2026-08-28 11:30:01,2026-08-28 06:00:01,FULL,NORMAL,24117.5,24147.37,,,,,,False,,
2026-08-28 11:45:01,2026-08-28 06:15:01,FULL,NORMAL,24105.55,24134.39,,,,,,False,,
2026-08-28 12:00:02,2026-08-28 06:30:02,FULL,NORMAL,24084.25,24131.88,,,,,,False,,
2026-08-28 12:15:01,2026-08-28 06:45:01,FULL,NORMAL,24086.4,24129.65,,,,,,False,,
2026-08-28 12:30:01,2026-08-28 07:00:01,FULL,NORMAL,24095.4,24127.32,,,,,,False,,
2026-08-28 12:45:01,2026-08-28 07:15:01,FULL,NORMAL,24105.05,24125.96,,,,,,False,,
2026-08-28 13:00:01,2026-08-28 07:30:01,FULL,NORMAL,24097.25,24124.89,,,,,,False,,
2026-08-28 13:15:01,2026-08-28 07:45:01,FULL,NORMAL,24103.6,24123.42,,,,,,False,,
2026-08-28 13:30:01,2026-08-28 08:00:01,FULL,NORMAL,24096.6,24122.47,,,,,,False,,
2026-08-28 13:45:01,2026-08-28 08:15:01,FULL,NORMAL,24114.0,24122.01,,,,,,False,,
