scan_time,ticker,sid,ltp,gap_pct,rs,rvol,long_score,short_score,regime,in_shortlist,gap_L,gap_S,rs_L,rs_S,sector_L,sector_S,rvol_pts,atr_pts,st_L,st_S,vwap_L,vwap_S,body_L,body_S,has_nse_event,event_sentiment
05:46,AEGISLOG,40,1255.0,2.93,2.93,,31.06,7.5,NORMAL,N,0,0,14.639547281226951,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
05:46,ADANIGREEN,3563,1293.5,2.25,2.25,,24.12,14.5,NORMAL,N,0,0,11.264822134387352,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
05:46,ADANIPORTS,15083,1700.8,3.24,3.24,,26.72,11.25,NORMAL,Y,0,0,15.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
05:46,ADANIENSOL,10217,1391.9,0.72,0.72,,18.92,14.53,NORMAL,N,0,0,3.581765557163564,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
05:46,ABMKNO,762528,187.5,0.41,0.41,,9.53,30.3,NORMAL,N,0,0,2.034914854878416,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
05:46,ADANIENT,25,2903.4,1.38,1.38,,17.9,11.23,NORMAL,N,0,0,6.896190509445162,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
05:46,ACC,22,1275.0,0.21,0.21,,12.91,11.07,NORMAL,N,0,0,1.0610705022400555,0.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
05:46,AFFLE,11343,1503.5,-3.94,-3.94,,7.5,45.01,NORMAL,N,0,0,0.0,15.0,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
05:46,ABDL,24308,611.55,-0.92,-0.92,,14.7,12.92,NORMAL,N,0,0,0.0,4.577122488658531,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
05:46,AETHER,9810,1668.4,-0.91,-0.91,,12.6,15.54,NORMAL,Y,0,0,0.0,4.543564768070308,4.0,4.0,0,0,0,0,0,0,0,0,N,,N,
