ts_ist,ts_utc,mode,nifty_regime,nifty_ltp,nifty_vwap,ema20,ema50,prev_close,gap_pct,slope,above_vwap,above_ema50,note
2026-08-31 09:30:02,2026-08-31 04:00:02,FULL,NORMAL,24044.3,24068.45,,,,,,False,,
2026-08-31 09:45:01,2026-08-31 04:15:01,FULL,NORMAL,24025.5,24062.16,,,,,,False,,
2026-08-31 10:00:02,2026-08-31 04:30:02,FULL,NORMAL,24027.0,24054.96,,,,,,False,,
2026-08-31 10:15:01,2026-08-31 04:45:01,FULL,NORMAL,24016.7,24051.41,,,,,,False,,
2026-08-31 10:30:01,2026-08-31 05:00:01,FULL,NORMAL,24029.45,24048.01,,,,,,False,,
2026-08-31 10:45:02,2026-08-31 05:15:02,FULL,NORMAL,24010.05,24044.85,,,,,,False,,
2026-08-31 11:00:02,2026-08-31 05:30:02,FULL,NORMAL,24012.3,24042.04,,,,,,False,,
2026-08-31 11:15:01,2026-08-31 05:45:01,FULL,NORMAL,24001.15,24039.61,,,,,,False,,
2026-08-31 11:30:02,2026-08-31 06:00:02,FULL,NORMAL,24010.3,24037.59,,,,,,False,,
2026-08-31 11:45:01,2026-08-31 06:15:01,FULL,NORMAL,24025.7,24036.53,,,,,,False,,
2026-08-31 12:00:01,2026-08-31 06:30:01,FULL,NORMAL,24066.8,24037.81,,,,,,True,,
2026-08-31 12:15:02,2026-08-31 06:45:02,FULL,NORMAL,24054.6,24039.61,,,,,,True,,
2026-08-31 12:30:02,2026-08-31 07:00:02,FULL,NORMAL,24061.25,24041.14,,,,,,True,,
2026-08-31 12:45:02,2026-08-31 07:15:02,FULL,NORMAL,24075.05,24042.51,,,,,,True,,
2026-08-31 13:00:02,2026-08-31 07:30:02,FULL,NORMAL,24061.7,24043.86,,,,,,True,,
2026-08-31 13:15:01,2026-08-31 07:45:01,FULL,NORMAL,24075.35,24044.79,,,,,,True,,
2026-08-31 13:30:01,2026-08-31 08:00:01,FULL,NORMAL,24068.2,24045.96,,,,,,True,,
2026-08-31 13:45:01,2026-08-31 08:15:01,FULL,NORMAL,24055.85,24046.77,,,,,,True,,
