ts_ist,ts_utc,mode,nifty_regime,nifty_ltp,nifty_vwap,ema20,ema50,prev_close,gap_pct,slope,above_vwap,above_ema50,note
2026-09-03 09:30:02,2026-09-03 04:00:02,FULL,NORMAL,0,0,,,,,,,,
2026-09-03 09:45:01,2026-09-03 04:15:01,FULL,NORMAL,0,0,,,,,,,,
2026-09-03 10:00:01,2026-09-03 04:30:01,FULL,NORMAL,0,0,,,,,,,,
2026-09-03 10:15:01,2026-09-03 04:45:01,FULL,NORMAL,0,0,,,,,,,,
2026-09-03 10:30:01,2026-09-03 05:00:01,FULL,NORMAL,0,0,,,,,,,,
2026-09-03 10:45:01,2026-09-03 05:15:01,FULL,NORMAL,0,0,,,,,,,,
2026-09-03 11:00:01,2026-09-03 05:30:01,FULL,NORMAL,0,0,,,,,,,,
2026-09-03 11:15:01,2026-09-03 05:45:01,FULL,NORMAL,23926.55,23982.17,,,,,,False,,
2026-09-03 11:30:01,2026-09-03 06:00:01,FULL,NORMAL,23965.4,23979.85,,,,,,False,,
2026-09-03 11:45:01,2026-09-03 06:15:01,FULL,NORMAL,23966.5,23979.03,,,,,,False,,
2026-09-03 12:00:02,2026-09-03 06:30:02,FULL,NORMAL,23956.15,23977.89,,,,,,False,,
2026-09-03 12:15:01,2026-09-03 06:45:01,FULL,NORMAL,23934.35,23975.27,,,,,,False,,
2026-09-03 12:30:01,2026-09-03 07:00:01,FULL,NORMAL,23907.3,23972.29,,,,,,False,,
2026-09-03 12:45:01,2026-09-03 07:15:01,FULL,NORMAL,23908.9,23969.84,,,,,,False,,
2026-09-03 13:00:02,2026-09-03 07:30:02,FULL,NORMAL,23920.0,23967.48,,,,,,False,,
2026-09-03 13:15:01,2026-09-03 07:45:01,FULL,NORMAL,23926.5,23965.73,,,,,,False,,
2026-09-03 13:30:01,2026-09-03 08:00:01,FULL,NORMAL,23910.75,23964.08,,,,,,False,,
2026-09-03 13:45:01,2026-09-03 08:15:01,FULL,NORMAL,23907.05,23962.23,,,,,,False,,
