ts_ist,ts_utc,mode,nifty_regime,nifty_ltp,nifty_vwap,ema20,ema50,prev_close,gap_pct,slope,above_vwap,above_ema50,note
2026-08-10 09:30:01,2026-08-10 04:00:01,CONSERVATIVE,NORMAL,24559.45,24587.3,,,,,,False,,
2026-08-10 09:45:01,2026-08-10 04:15:01,CONSERVATIVE,NORMAL,24521.5,24565.41,,,,,,False,,
2026-08-10 10:00:01,2026-08-10 04:30:01,CONSERVATIVE,NORMAL,24538.7,24557.37,,,,,,False,,
2026-08-10 10:15:01,2026-08-10 04:45:01,CONSERVATIVE,NORMAL,24546.55,24554.19,,,,,,False,,
2026-08-10 10:30:01,2026-08-10 05:00:01,FULL,NORMAL,24596.6,24558.12,,,,,,True,,
2026-08-10 10:45:01,2026-08-10 05:15:01,FULL,NORMAL,24603.55,24561.75,,,,,,True,,
2026-08-10 11:00:01,2026-08-10 05:30:01,FULL,NORMAL,24589.25,24564.81,,,,,,True,,
2026-08-10 11:15:01,2026-08-10 05:45:01,FULL,NORMAL,24601.1,24567.45,,,,,,True,,
2026-08-10 11:30:01,2026-08-10 06:00:01,FULL,NORMAL,24603.15,24570.07,,,,,,True,,
2026-08-10 11:45:01,2026-08-10 06:15:01,FULL,NORMAL,24583.25,24571.85,,,,,,True,,
2026-08-10 12:00:01,2026-08-10 06:30:01,FULL,NORMAL,24588.45,24573.13,,,,,,True,,
2026-08-10 12:15:01,2026-08-10 06:45:01,FULL,NORMAL,24606.15,24574.51,,,,,,True,,
2026-08-10 12:30:01,2026-08-10 07:00:01,FULL,NORMAL,24612.75,24576.28,,,,,,True,,
2026-08-10 12:45:02,2026-08-10 07:15:02,FULL,NORMAL,24598.45,24577.97,,,,,,True,,
2026-08-10 13:00:01,2026-08-10 07:30:01,FULL,NORMAL,24588.8,24578.7,,,,,,True,,
2026-08-10 13:15:01,2026-08-10 07:45:01,CONSERVATIVE,NORMAL,24574.15,24578.89,,,,,,False,,
2026-08-10 13:30:01,2026-08-10 08:00:01,FULL,NORMAL,24590.4,24579.16,,,,,,True,,
2026-08-10 13:45:01,2026-08-10 08:15:01,FULL,NORMAL,24605.95,24580.21,,,,,,True,,
