ts_ist,ts_utc,mode,nifty_regime,nifty_ltp,nifty_vwap,ema20,ema50,prev_close,gap_pct,slope,above_vwap,above_ema50,note
2026-09-04 09:30:02,2026-09-04 04:00:02,FULL,NORMAL,23909.3,23920.69,,,,,,False,,
2026-09-04 09:45:01,2026-09-04 04:15:01,FULL,NORMAL,23911.25,23915.58,,,,,,False,,
2026-09-04 10:00:02,2026-09-04 04:30:02,FULL,NORMAL,23948.2,23922.6,,,,,,True,,
2026-09-04 10:15:01,2026-09-04 04:45:01,FULL,NORMAL,23940.1,23927.42,,,,,,True,,
2026-09-04 10:30:02,2026-09-04 05:00:02,FULL,NORMAL,23965.85,23930.42,,,,,,True,,
2026-09-04 10:45:01,2026-09-04 05:15:01,FULL,NORMAL,23954.0,23933.49,,,,,,True,,
2026-09-04 11:00:01,2026-09-04 05:30:01,FULL,NORMAL,23967.2,23936.43,,,,,,True,,
2026-09-04 11:15:01,2026-09-04 05:45:01,FULL,NORMAL,23963.3,23939.32,,,,,,True,,
2026-09-04 11:30:01,2026-09-04 06:00:01,FULL,NORMAL,23984.15,23943.74,,,,,,True,,
2026-09-04 11:45:01,2026-09-04 06:15:01,FULL,NORMAL,23981.75,23948.58,,,,,,True,,
2026-09-04 12:00:01,2026-09-04 06:30:01,FULL,NORMAL,23978.45,23951.51,,,,,,True,,
2026-09-04 12:15:01,2026-09-04 06:45:01,FULL,NORMAL,23951.35,23952.23,,,,,,False,,
2026-09-04 12:30:02,2026-09-04 07:00:02,FULL,NORMAL,23946.4,23951.82,,,,,,False,,
2026-09-04 12:45:01,2026-09-04 07:15:01,FULL,NORMAL,23938.6,23951.44,,,,,,False,,
2026-09-04 13:00:01,2026-09-04 07:30:01,FULL,NORMAL,23935.55,23950.76,,,,,,False,,
2026-09-04 13:15:01,2026-09-04 07:45:01,FULL,NORMAL,23947.15,23950.4,,,,,,False,,
2026-09-04 13:30:01,2026-09-04 08:00:01,FULL,NORMAL,23940.1,23950.34,,,,,,False,,
2026-09-04 13:45:02,2026-09-04 08:15:02,FULL,NORMAL,23944.9,23949.66,,,,,,False,,
