ts_ist,ts_utc,mode,nifty_regime,nifty_ltp,nifty_vwap,ema20,ema50,prev_close,gap_pct,slope,above_vwap,above_ema50,note
2026-08-17 09:30:01,2026-08-17 04:00:01,FULL,NORMAL,24305.9,24309.24,,,,,,False,,
2026-08-17 09:45:01,2026-08-17 04:15:01,FULL,NORMAL,24301.65,24304.43,,,,,,False,,
2026-08-17 10:00:02,2026-08-17 04:30:02,FULL,NORMAL,24283.85,24302.8,,,,,,False,,
2026-08-17 10:15:02,2026-08-17 04:45:02,FULL,NORMAL,24282.3,24300.58,,,,,,False,,
2026-08-17 10:30:01,2026-08-17 05:00:01,FULL,NORMAL,24260.05,24296.75,,,,,,False,,
2026-08-17 10:45:01,2026-08-17 05:15:01,FULL,NORMAL,24238.1,24292.53,,,,,,False,,
2026-08-17 11:00:01,2026-08-17 05:30:01,FULL,NORMAL,24237.8,24285.55,,,,,,False,,
2026-08-17 11:15:01,2026-08-17 05:45:01,FULL,NORMAL,24236.55,24280.65,,,,,,False,,
2026-08-17 11:30:02,2026-08-17 06:00:02,FULL,NORMAL,24240.15,24276.9,,,,,,False,,
2026-08-17 11:45:01,2026-08-17 06:15:01,FULL,NORMAL,24245.5,24273.89,,,,,,False,,
2026-08-17 12:00:01,2026-08-17 06:30:01,FULL,NORMAL,24273.05,24272.4,,,,,,True,,
2026-08-17 12:15:01,2026-08-17 06:45:01,FULL,NORMAL,24270.55,24272.05,,,,,,False,,
2026-08-17 12:30:01,2026-08-17 07:00:01,FULL,NORMAL,24289.25,24272.8,,,,,,True,,
2026-08-17 12:45:01,2026-08-17 07:15:01,FULL,NORMAL,24302.85,24274.93,,,,,,True,,
2026-08-17 13:00:01,2026-08-17 07:30:01,FULL,NORMAL,24337.7,24279.53,,,,,,True,,
2026-08-17 13:15:01,2026-08-17 07:45:01,FULL,NORMAL,24347.75,24283.63,,,,,,True,,
2026-08-17 13:30:01,2026-08-17 08:00:01,FULL,NORMAL,24353.85,24287.11,,,,,,True,,
2026-08-17 13:45:01,2026-08-17 08:15:01,FULL,NORMAL,24354.0,24290.05,,,,,,True,,
