ts_ist,ts_utc,mode,nifty_regime,nifty_ltp,nifty_vwap,ema20,ema50,prev_close,gap_pct,slope,above_vwap,above_ema50,note
2026-09-02 09:30:02,2026-09-02 04:00:02,FULL,NORMAL,23823.95,23825.77,,,,,,False,,
2026-09-02 09:45:01,2026-09-02 04:15:01,FULL,NORMAL,23842.3,23829.15,,,,,,True,,
2026-09-02 10:00:01,2026-09-02 04:30:01,FULL,NORMAL,23851.25,23831.05,,,,,,True,,
2026-09-02 10:15:01,2026-09-02 04:45:01,FULL,NORMAL,23847.55,23833.67,,,,,,True,,
2026-09-02 10:30:02,2026-09-02 05:00:02,FULL,NORMAL,23882.75,23836.76,,,,,,True,,
2026-09-02 10:45:01,2026-09-02 05:15:01,FULL,NORMAL,23862.35,23840.32,,,,,,True,,
2026-09-02 11:00:01,2026-09-02 05:30:01,FULL,NORMAL,23861.05,23842.45,,,,,,True,,
2026-09-02 11:15:01,2026-09-02 05:45:01,FULL,NORMAL,0,0,,,,,,,,
2026-09-02 11:30:01,2026-09-02 06:00:01,FULL,NORMAL,23821.15,23841.24,,,,,,False,,
2026-09-02 11:45:01,2026-09-02 06:15:01,FULL,NORMAL,23811.85,23839.51,,,,,,False,,
2026-09-02 12:00:01,2026-09-02 06:30:01,FULL,NORMAL,23813.15,23837.98,,,,,,False,,
2026-09-02 12:15:01,2026-09-02 06:45:01,FULL,NORMAL,23838.05,23836.74,,,,,,True,,
2026-09-02 12:30:02,2026-09-02 07:00:02,FULL,NORMAL,23835.05,23836.32,,,,,,False,,
2026-09-02 12:45:01,2026-09-02 07:15:01,FULL,NORMAL,23861.65,23837.43,,,,,,True,,
2026-09-02 13:00:02,2026-09-02 07:30:02,FULL,NORMAL,23870.95,23838.48,,,,,,True,,
2026-09-02 13:15:01,2026-09-02 07:45:01,FULL,NORMAL,23874.1,23839.73,,,,,,True,,
2026-09-02 13:30:01,2026-09-02 08:00:01,FULL,NORMAL,23874.35,23841.25,,,,,,True,,
2026-09-02 13:45:02,2026-09-02 08:15:02,FULL,NORMAL,23869.3,23842.27,,,,,,True,,
