ts_ist,ts_utc,mode,nifty_regime,nifty_ltp,nifty_vwap,ema20,ema50,prev_close,gap_pct,slope,above_vwap,above_ema50,note
2026-08-26 09:30:02,2026-08-26 04:00:02,FULL,NORMAL,24353.35,24337.16,,,,,,True,,
2026-08-26 09:45:01,2026-08-26 04:15:01,FULL,NORMAL,24369.25,24345.48,,,,,,True,,
2026-08-26 10:00:02,2026-08-26 04:30:02,FULL,NORMAL,24369.05,24350.46,,,,,,True,,
2026-08-26 10:15:01,2026-08-26 04:45:01,FULL,NORMAL,24343.75,24350.45,,,,,,False,,
2026-08-26 10:30:02,2026-08-26 05:00:02,FULL,NORMAL,24304.6,24344.68,,,,,,False,,
2026-08-26 10:45:01,2026-08-26 05:15:01,FULL,NORMAL,24327.75,24342.02,,,,,,False,,
2026-08-26 11:00:02,2026-08-26 05:30:02,FULL,NORMAL,24319.35,24340.17,,,,,,False,,
2026-08-26 11:15:01,2026-08-26 05:45:01,FULL,NORMAL,24331.8,24338.32,,,,,,False,,
2026-08-26 11:30:01,2026-08-26 06:00:01,FULL,NORMAL,24305.65,24335.46,,,,,,False,,
2026-08-26 11:45:02,2026-08-26 06:15:02,FULL,NORMAL,24308.2,24333.61,,,,,,False,,
2026-08-26 12:00:02,2026-08-26 06:30:02,FULL,NORMAL,24287.9,24331.5,,,,,,False,,
2026-08-26 12:15:01,2026-08-26 06:45:01,FULL,NORMAL,24280.35,24327.95,,,,,,False,,
2026-08-26 12:30:01,2026-08-26 07:00:01,FULL,NORMAL,24278.9,24325.37,,,,,,False,,
2026-08-26 12:45:01,2026-08-26 07:15:01,FULL,NORMAL,24284.4,24322.86,,,,,,False,,
2026-08-26 13:00:01,2026-08-26 07:30:01,FULL,NORMAL,24279.65,24320.73,,,,,,False,,
2026-08-26 13:15:02,2026-08-26 07:45:02,FULL,NORMAL,24268.35,24319.0,,,,,,False,,
2026-08-26 13:30:01,2026-08-26 08:00:01,FULL,NORMAL,24266.2,24316.75,,,,,,False,,
2026-08-26 13:45:01,2026-08-26 08:15:01,FULL,NORMAL,24261.35,24314.69,,,,,,False,,
