ts_ist,ts_utc,mode,nifty_regime,nifty_ltp,nifty_vwap,ema20,ema50,prev_close,gap_pct,slope,above_vwap,above_ema50,note
2026-08-14 09:30:01,2026-08-14 04:00:01,FULL,NORMAL,24308.75,24326.65,,,,,,False,,
2026-08-14 09:45:01,2026-08-14 04:15:01,FULL,NORMAL,24333.2,24327.95,,,,,,True,,
2026-08-14 10:00:02,2026-08-14 04:30:02,FULL,NORMAL,24343.15,24329.75,,,,,,True,,
2026-08-14 10:15:01,2026-08-14 04:45:01,FULL,NORMAL,24343.15,24332.87,,,,,,True,,
2026-08-14 10:30:01,2026-08-14 05:00:01,FULL,NORMAL,24330.45,24333.28,,,,,,False,,
2026-08-14 10:45:01,2026-08-14 05:15:01,FULL,NORMAL,24326.0,24331.25,,,,,,False,,
2026-08-14 11:00:01,2026-08-14 05:30:01,FULL,NORMAL,24310.0,24330.96,,,,,,False,,
2026-08-14 11:15:01,2026-08-14 05:45:01,FULL,NORMAL,24315.7,24329.58,,,,,,False,,
2026-08-14 11:30:01,2026-08-14 06:00:01,FULL,NORMAL,24314.6,24329.09,,,,,,False,,
2026-08-14 11:45:02,2026-08-14 06:15:02,FULL,NORMAL,24327.05,24328.58,,,,,,False,,
2026-08-14 12:00:01,2026-08-14 06:30:01,FULL,NORMAL,24328.2,24328.63,,,,,,False,,
2026-08-14 12:15:01,2026-08-14 06:45:01,FULL,NORMAL,24341.95,24328.82,,,,,,True,,
2026-08-14 12:30:02,2026-08-14 07:00:02,FULL,NORMAL,24346.25,24329.54,,,,,,True,,
2026-08-14 12:45:01,2026-08-14 07:15:01,FULL,NORMAL,24335.25,24330.04,,,,,,True,,
2026-08-14 13:00:01,2026-08-14 07:30:01,FULL,NORMAL,24350.25,24330.7,,,,,,True,,
2026-08-14 13:15:01,2026-08-14 07:45:01,FULL,NORMAL,24347.65,24331.31,,,,,,True,,
2026-08-14 13:30:01,2026-08-14 08:00:01,FULL,NORMAL,24339.65,24331.76,,,,,,True,,
2026-08-14 13:45:01,2026-08-14 08:15:01,FULL,NORMAL,24357.05,24332.29,,,,,,True,,
