ts_ist,ts_utc,mode,nifty_regime,nifty_ltp,nifty_vwap,ema20,ema50,prev_close,gap_pct,slope,above_vwap,above_ema50,note
2026-08-21 09:30:01,2026-08-21 04:00:01,FULL,NORMAL,24227.75,24238.31,,,,,,False,,
2026-08-21 09:45:01,2026-08-21 04:15:01,FULL,NORMAL,24243.4,24232.55,,,,,,True,,
2026-08-21 10:00:02,2026-08-21 04:30:02,FULL,NORMAL,24249.55,24236.38,,,,,,True,,
2026-08-21 10:15:02,2026-08-21 04:45:02,FULL,NORMAL,24235.5,24236.27,,,,,,False,,
2026-08-21 10:30:01,2026-08-21 05:00:01,FULL,NORMAL,24257.85,24236.94,,,,,,True,,
2026-08-21 10:45:01,2026-08-21 05:15:01,FULL,NORMAL,24252.85,24238.97,,,,,,True,,
2026-08-21 11:00:01,2026-08-21 05:30:01,FULL,NORMAL,24261.1,24241.29,,,,,,True,,
2026-08-21 11:15:01,2026-08-21 05:45:01,FULL,NORMAL,24262.95,24243.06,,,,,,True,,
2026-08-21 11:30:01,2026-08-21 06:00:01,FULL,NORMAL,24258.65,24244.14,,,,,,True,,
2026-08-21 11:45:01,2026-08-21 06:15:01,FULL,NORMAL,24251.9,24245.39,,,,,,True,,
2026-08-21 12:00:01,2026-08-21 06:30:01,FULL,NORMAL,24238.8,24245.59,,,,,,False,,
2026-08-21 12:15:01,2026-08-21 06:45:01,FULL,NORMAL,24234.5,24245.13,,,,,,False,,
2026-08-21 12:30:01,2026-08-21 07:00:01,FULL,NORMAL,24239.65,24244.76,,,,,,False,,
2026-08-21 12:45:01,2026-08-21 07:15:01,FULL,NORMAL,24234.5,24244.4,,,,,,False,,
2026-08-21 13:00:01,2026-08-21 07:30:01,FULL,NORMAL,24234.35,24243.87,,,,,,False,,
2026-08-21 13:15:01,2026-08-21 07:45:01,FULL,NORMAL,24245.05,24243.91,,,,,,True,,
2026-08-21 13:30:02,2026-08-21 08:00:02,FULL,NORMAL,24247.25,24243.87,,,,,,True,,
2026-08-21 13:45:02,2026-08-21 08:15:02,FULL,NORMAL,24235.6,24243.61,,,,,,False,,
