open,high,low,close,volume
547.0,547.0,543.0,545.4,2876.0
545.4,550.2,545.35,550.0,12009.0
550.0,551.0,549.2,550.35,10972.0
550.85,552.75,550.4,551.6,9990.0
551.6,553.8,551.2,553.25,9102.0
553.25,554.0,552.2,552.7,9716.0
552.7,554.25,552.5,554.1,6569.0
554.1,558.0,554.05,555.95,213764.0
556.45,560.95,555.9,557.8,90820.0
557.35,557.95,556.35,557.9,13374.0
557.9,558.0,557.2,557.3,3477.0
557.3,557.4,556.0,556.0,10410.0
556.0,556.55,556.0,556.5,6176.0
556.5,556.75,555.4,556.45,9167.0
556.45,557.45,556.15,556.3,8047.0
556.3,556.95,556.0,556.5,3565.0
556.9,556.9,555.45,555.45,9262.0
555.45,556.9,555.3,556.7,9271.0
556.7,557.15,556.1,556.5,5410.0
556.5,556.8,556.0,556.0,1871.0
556.0,556.85,556.0,556.1,3443.0
556.1,556.55,555.0,555.0,22883.0
555.0,557.85,555.0,557.5,6224.0
557.5,557.8,556.7,556.7,9895.0
556.7,557.9,556.7,556.8,3979.0
556.8,557.4,556.8,556.85,982.0
556.85,557.4,556.35,557.0,2276.0
557.0,557.45,556.6,557.3,2100.0
557.3,557.7,556.85,557.6,2828.0
557.35,558.0,557.25,557.25,3794.0
557.25,558.95,557.25,557.6,34557.0
557.6,557.8,557.0,557.3,4460.0
557.3,558.95,557.3,558.6,7039.0
558.6,559.05,557.8,558.5,17091.0
558.5,559.05,558.3,558.3,2883.0
558.3,558.85,557.9,557.9,5211.0
557.9,558.7,557.65,557.65,3410.0
557.65,558.15,557.5,557.85,8213.0
557.85,559.7,557.85,559.05,5335.0
559.05,559.05,558.65,559.0,2086.0
559.0,559.0,558.5,558.6,2842.0
558.6,560.25,558.6,560.05,27801.0
560.05,560.75,559.35,559.65,8928.0
559.65,561.0,558.95,559.35,9675.0
559.3,559.5,558.55,559.2,9803.0
559.2,559.5,558.45,558.85,2094.0
558.85,559.0,558.3,558.75,3886.0
558.75,559.05,555.2,555.25,31269.0
555.25,556.0,553.7,553.9,13372.0
