open,high,low,close,volume
303.8,314.0,302.55,312.55,318772.0
312.55,312.85,311.05,311.1,101931.0
311.1,312.4,310.25,312.4,95216.0
312.4,312.45,310.45,310.45,85511.0
310.45,312.1,309.0,312.0,86816.0
312.0,312.85,310.65,312.65,90694.0
312.35,313.8,312.05,313.65,73714.0
313.65,314.9,313.05,313.35,90414.0
313.35,313.35,311.5,311.9,16133.0
311.9,313.3,311.65,313.15,21672.0
313.15,316.95,313.15,316.35,179960.0
316.35,317.0,315.2,315.35,105985.0
315.15,315.4,314.5,314.55,18464.0
314.85,315.45,314.15,314.55,39011.0
314.55,314.9,314.05,314.4,31818.0
314.4,314.4,311.55,312.4,47573.0
312.4,312.8,312.0,312.5,8486.0
312.5,312.9,311.5,312.65,24967.0
312.65,312.8,312.35,312.4,7089.0
312.15,312.9,312.0,312.5,9922.0
312.5,312.95,312.3,312.55,3371.0
312.5,312.5,312.15,312.15,4598.0
312.15,312.35,311.6,311.9,12134.0
311.9,311.9,311.5,311.5,8430.0
311.5,311.9,311.5,311.8,2701.0
311.8,311.8,311.0,311.5,25020.0
311.5,311.5,310.75,310.75,14072.0
310.6,310.75,310.3,310.5,15140.0
310.5,310.8,310.25,310.55,10773.0
310.3,310.8,310.25,310.75,3036.0
310.75,310.8,310.25,310.5,6918.0
310.5,311.05,310.25,311.05,4869.0
311.05,311.05,310.7,310.85,1537.0
310.85,311.1,310.25,310.6,12903.0
310.6,311.0,310.25,310.85,19016.0
311.0,311.95,311.0,311.95,10697.0
311.95,312.0,311.0,311.85,48781.0
311.85,312.0,311.55,311.95,4704.0
311.95,311.95,310.8,310.9,9205.0
310.9,311.05,310.55,310.75,5230.0
310.75,310.9,310.4,310.7,26667.0
310.7,310.9,310.45,310.65,4083.0
310.65,310.7,310.5,310.7,1408.0
