open,high,low,close,volume
177.8,181.8,176.66,181.4,435694.0
181.43,181.51,179.33,179.95,234953.0
179.8,179.84,178.0,178.34,106984.0
178.32,179.25,178.13,178.99,74146.0
178.99,180.25,178.6,180.01,88805.0
180.01,180.63,179.9,180.49,68679.0
180.48,180.57,180.05,180.3,65763.0
180.3,180.3,179.32,179.56,95709.0
179.73,180.0,179.51,179.68,186911.0
179.68,180.98,179.6,180.58,47965.0
180.58,180.95,180.53,180.59,32174.0
180.59,180.8,180.16,180.4,23634.0
180.45,180.46,180.02,180.2,18193.0
180.2,180.48,180.01,180.42,25650.0
180.37,180.6,179.86,180.0,57381.0
180.0,180.17,179.87,180.1,39368.0
180.1,180.2,180.0,180.1,26702.0
180.1,180.27,179.92,180.13,30274.0
180.13,180.25,180.0,180.06,13760.0
