open,high,low,close,volume
245.1,247.9,245.1,246.05,77679.0
246.05,247.05,246.05,246.9,27753.0
246.85,246.85,245.2,245.4,41290.0
245.4,245.7,244.9,245.1,37730.0
245.1,246.2,245.1,245.3,27613.0
245.3,245.55,245.2,245.35,13147.0
245.35,245.65,245.35,245.45,11957.0
245.45,245.45,244.3,244.3,67732.0
244.3,244.8,244.3,244.75,10592.0
244.75,245.0,244.5,244.85,12390.0
244.85,245.1,244.8,245.0,18719.0
245.0,245.2,244.85,245.0,12125.0
245.0,245.3,244.9,245.15,14152.0
245.15,245.3,244.9,245.0,21254.0
245.0,245.1,244.5,244.65,15831.0
244.5,244.65,243.15,243.55,131078.0
